,id,listing_url,name,host_id,host_name,host_location,street,neighbourhood,city,state,zipcode,country,latitude,longitude,is_location_exact,room_type,accommodates,beds,bed_type,price,weekly_price,guests_included,minimum_nights,maximum_nights,has_availability,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
5393,6892919,https://www.airbnb.com/rooms/6892919,Cosy apartment in central Nørrebro,36119777,Sidsel,"Copenhagen, Capital Region of Denmark, Denmark","København N , Capital Region of Denmark, Denmark",Nørrebro,København n,Capital region of denmark,2200,Denmark,55.686080000000004,12.548110000000001,f,Entire home/apt,2,1.0,Real Bed,402.0,2500.0,1,4,1124,t,0,23,0,96.0,10.0,9.0,10.0,10.0,10.0,9.0
5399,6896457,https://www.airbnb.com/rooms/6896457,Big bright four bedroom apartment,36136935,Emma,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",København NV,København,Capital region of denmark,2400,Denmark,55.70713000000001,12.5357,t,Entire home/apt,10,10.0,Real Bed,1347.0,-1.0,1,1,1125,t,0,1,0,100.0,10.0,8.0,8.0,10.0,10.0,8.0
5415,6910429,https://www.airbnb.com/rooms/6910429,Beautiful Botanical Apartment with Balcony,36213322,Louise,Danmark,"Copenhagen, København, Denmark",Østerbro,København,København,2100,Denmark,55.703109999999995,12.58881,f,Entire home/apt,2,1.0,Real Bed,670.0,-1.0,1,7,14,t,41,29,10,96.0,10.0,10.0,10.0,10.0,10.0,9.0
5420,6915448,https://www.airbnb.com/rooms/6915448,Central City House for 6 people,36104519,Frederik,DK,"Copenhagen, COPENHAGEN, Denmark",Brønshøj,København,Copenhagen,2720,Denmark,55.70013,12.48495,f,Entire home/apt,6,6.0,Real Bed,1501.0,5500.0,1,1,1125,t,222,5,0,100.0,10.0,8.0,10.0,10.0,9.0,10.0
5438,6927994,https://www.airbnb.com/rooms/6927994,"Prefer Brooklyn to Manhattan, Frede",36318982,Anders,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Nørrebro,København,Hovedstaden,2200,Denmark,55.68541,12.55372,t,Entire home/apt,2,1.0,Real Bed,603.0,-1.0,1,2,1125,t,0,2,0,100.0,10.0,10.0,10.0,10.0,9.0,10.0
5446,6929951,https://www.airbnb.com/rooms/6929951,Small studio apartment in a quiet neighbourhood,36260046,Steingrimur,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",København NV,København,Hovedstaden,2400,Denmark,55.70553,12.5244,f,Entire home/apt,2,1.0,Real Bed,422.0,-1.0,1,1,1125,t,0,6,0,73.0,8.0,9.0,9.0,9.0,7.0,7.0
5467,6939134,https://www.airbnb.com/rooms/6939134,Charmende lejlighed midt i Københav,36383608,Khalila,"Tagensvej 35 4,th 2200 Copenhagen, Capital Region of Denmark, Denmark","København N, Nørrebro, Denmark",Nørrebro,København n,Nørrebro,2200,Denmark,55.69756999999999,12.55538,f,Entire home/apt,5,3.0,Real Bed,797.0,-1.0,1,1,1125,t,0,11,0,76.0,8.0,9.0,9.0,10.0,9.0,8.0
5477,6945755,https://www.airbnb.com/rooms/6945755,"Waterfront, great view and spacious",36419012,Kim,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager Vest,København,Capital region of denmark,2300,Denmark,55.658159999999995,12.56603,t,Entire home/apt,6,2.0,Real Bed,1394.0,6500.0,1,2,1125,t,206,101,1,95.0,10.0,9.0,10.0,10.0,9.0,9.0
5482,6948866,https://www.airbnb.com/rooms/6948866,Modern apartment - Free parking,18410899,John,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region, Denmark",Valby,Copenhagen,Capital region,2500,Denmark,55.66134,12.5217,t,Private room,2,1.0,Real Bed,449.0,2000.0,2,2,1125,t,0,24,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0
5517,6976937,https://www.airbnb.com/rooms/6976937,Idyllic beautyful wooden house,36586713,Lonnie Kjer,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Danmark, Denmark",Amager Vest,København,Danmark,2300,Denmark,55.64533,12.59618,t,Entire home/apt,4,4.0,Real Bed,998.0,7000.0,1,1,1125,t,335,9,5,91.0,10.0,8.0,10.0,10.0,9.0,9.0
5544,6989955,https://www.airbnb.com/rooms/6989955,Family-friendly with great location,15879099,Lisa,"Rosenørns alle 58, 1 tv., 1970 Frederiksberg, Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Copenhagen, Denmark",Nørrebro,Frederiksberg,Copenhagen,1970,Denmark,55.683240000000005,12.55485,f,Entire home/apt,4,1.0,Real Bed,650.0,-1.0,1,1,1125,t,179,17,5,96.0,10.0,8.0,10.0,10.0,10.0,10.0
5548,6991006,https://www.airbnb.com/rooms/6991006,Charming 60m2 apartment,35661799,Karoline,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Danmark, Denmark",Nørrebro,København,Danmark,2200,Denmark,55.6979,12.54014,f,Entire home/apt,2,1.0,Real Bed,603.0,3000.0,1,3,7,t,1,24,1,93.0,10.0,9.0,10.0,10.0,9.0,9.0
5557,6996809,https://www.airbnb.com/rooms/6996809,Cozy apartment in the heart of local Vesterbro,19097483,Pernille,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,København,Capital region of denmark,1670,Denmark,55.665859999999995,12.54626,f,Entire home/apt,2,2.0,Real Bed,804.0,-1.0,2,2,30,t,147,25,11,94.0,10.0,9.0,10.0,10.0,10.0,9.0
5586,7019157,https://www.airbnb.com/rooms/7019157,Room above the seaside,25292264,Iulian,"Aarhus, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager,København,Capital region of denmark,2300,Denmark,55.662440000000004,12.630189999999999,f,Private room,2,1.0,Real Bed,409.0,1120.0,1,5,7,t,0,3,0,100.0,10.0,10.0,9.0,9.0,10.0,10.0
5589,7027334,https://www.airbnb.com/rooms/7027334,Cosy house & garden in Copenhagen,36840347,Eva,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region, Denmark",Vanløse,Copenhagen,Capital region,2720,Denmark,55.68844,12.48433,f,Entire home/apt,4,3.0,Real Bed,898.0,5000.0,1,1,1125,t,222,9,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5631,7048172,https://www.airbnb.com/rooms/7048172,Family friendly - 5 rooms - lovely!,36960533,Jesper,"Frederiksberg, Capital Region of Denmark, Denmark","Frederiksberg, København, Denmark",Frederiksberg,Frederiksberg,København,2000,Denmark,55.689659999999996,12.5323,f,Entire home/apt,6,2.0,Real Bed,851.0,4500.0,1,5,1125,t,0,1,0,100.0,10.0,8.0,8.0,10.0,8.0,10.0
5645,7051560,https://www.airbnb.com/rooms/7051560,Perfect located apartment - suitable for families,1724110,Mette,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Vesterbro, Denmark",Vesterbro,København,Vesterbro,1653,Denmark,55.6724,12.56029,f,Entire home/apt,4,2.0,Real Bed,898.0,-1.0,1,4,1125,t,0,18,4,94.0,10.0,9.0,10.0,10.0,10.0,9.0
5657,7067026,https://www.airbnb.com/rooms/7067026,Cosy Downtown apartment,23633426,Evgenia,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region, Denmark",Frederiksberg,Copenhagen,Capital region,1370,Denmark,55.67716,12.55467,f,Entire home/apt,4,2.0,Real Bed,1266.0,-1.0,1,2,2,t,0,7,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5681,7081048,https://www.airbnb.com/rooms/7081048,Beautiful apartment in Copenhagen.,35192532,Peter,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Copenhagen, Denmark",Vesterbro,København,Copenhagen,1666,Denmark,55.671569999999996,12.54953,t,Entire home/apt,2,1.0,Real Bed,952.0,-1.0,1,3,1125,t,363,18,7,94.0,10.0,10.0,10.0,10.0,10.0,10.0
5685,7082456,https://www.airbnb.com/rooms/7082456,Herskabelig villalejlighed tæt på city og strand,21000550,Claus,"Hellerup, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Østerbro,København,Hovedstaden,2100,Denmark,55.71865,12.57652,f,Entire home/apt,8,6.0,Real Bed,2252.0,15000.0,4,2,1125,t,332,15,9,96.0,10.0,10.0,10.0,10.0,10.0,10.0
5709,7107508,https://www.airbnb.com/rooms/7107508,Bright flat in trendy neighbourhood,3401354,Sara,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,København,Capital region of denmark,2200,Denmark,55.7003,12.54797,f,Entire home/apt,2,1.0,Real Bed,462.0,2800.0,1,5,1125,t,0,8,0,100.0,10.0,10.0,10.0,10.0,9.0,10.0
5736,7136057,https://www.airbnb.com/rooms/7136057,Modern apart. in central CPH,2693173,Sine,"Copenhagen, Capital Region of Denmark, Denmark","København N, Capital Region of Denmark, Denmark",Nørrebro,København n,Capital region of denmark,2200,Denmark,55.689730000000004,12.55415,f,Entire home/apt,3,2.0,Real Bed,751.0,-1.0,2,3,1125,t,0,7,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5745,7140997,https://www.airbnb.com/rooms/7140997,Little France in Copenhagen/Frederiksberg,6241144,Simon,"Frederiksberg, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,1820,Denmark,55.675990000000006,12.54472,f,Entire home/apt,3,2.0,Real Bed,1199.0,5500.0,2,2,16,t,55,17,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0
5751,7145085,https://www.airbnb.com/rooms/7145085,Copenhagen City Centre,32438176,Anne Sofie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Denmark, Denmark",Indre By,København,Denmark,1456,Denmark,55.67896,12.56867,f,Private room,2,2.0,Real Bed,549.0,-1.0,1,1,1125,t,26,341,130,96.0,10.0,10.0,10.0,10.0,10.0,10.0
5753,7147418,https://www.airbnb.com/rooms/7147418,Rummelig lys lejlighed med altan,27698797,Solveig,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Danmark, Denmark",Amager,København,Danmark,2300,Denmark,55.65339,12.61232,f,Entire home/apt,5,5.0,Real Bed,998.0,-1.0,5,2,1125,t,54,33,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0
5769,7166238,https://www.airbnb.com/rooms/7166238,Two-bedroom apartment in Copenhagen,35782171,David,"Frederiksberg, Capital Region of Denmark, Denmark","Frederiksberg C, Storkøbenhavn, Denmark",Frederiksberg,Frederiksberg c,Storkøbenhavn,1864,Denmark,55.679069999999996,12.53938,f,Entire home/apt,2,1.0,Real Bed,697.0,-1.0,2,3,30,t,2,12,9,97.0,10.0,9.0,10.0,10.0,10.0,10.0
5771,7166618,https://www.airbnb.com/rooms/7166618,In the heart of Copenhagen,33797269,Henrik,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Østerbro, Denmark",Østerbro,København,Østerbro,2100,Denmark,55.69902,12.576089999999999,f,Entire home/apt,4,2.0,Real Bed,931.0,-1.0,2,3,1125,t,93,82,29,98.0,10.0,10.0,10.0,10.0,10.0,9.0
5777,7168959,https://www.airbnb.com/rooms/7168959,Small oasis in center of Copenhagen,5082030,Isabella,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Østerbro,København,Capital region of denmark,2100,Denmark,55.70165,12.5754,f,Entire home/apt,3,2.0,Real Bed,891.0,-1.0,1,3,14,t,0,4,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5794,7183942,https://www.airbnb.com/rooms/7183942,"Quiet, close to metro and beach",37410590,Nicolai,"Roskilde, Region Zealand, Denmark","Copenhagen, Sjælland, Denmark",Amager,København,Sjælland,2300,Denmark,55.65395,12.60242,t,Entire home/apt,2,1.0,Real Bed,449.0,-1.0,1,2,1125,t,0,13,0,94.0,10.0,8.0,10.0,10.0,10.0,9.0
5798,7186677,https://www.airbnb.com/rooms/7186677,Cosy flat in the center of Copenhagen,37649477,Victoria,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, København, Denmark",Nørrebro,København,København,2200,Denmark,55.691159999999996,12.56684,t,Entire home/apt,5,3.0,Real Bed,998.0,-1.0,1,3,1125,t,0,3,0,87.0,10.0,7.0,10.0,10.0,10.0,9.0
5809,7199898,https://www.airbnb.com/rooms/7199898,Cosy house in coop close to centre,1701456,Aske,"Copenhagen, Capital Region of Denmark, Denmark","Kbh. S, Kbh. S, Denmark",Amager,København,København,2300,Denmark,55.64475,12.58934,f,Entire home/apt,4,3.0,Real Bed,898.0,4500.0,1,4,1125,t,205,1,0,60.0,8.0,2.0,6.0,6.0,6.0,6.0
5811,7200113,https://www.airbnb.com/rooms/7200113,Beautiful apartment on Vesterbro,17419262,Kirstine,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, København, Denmark",Vesterbro,København,København,1671,Denmark,55.66518000000001,12.54463,f,Entire home/apt,2,1.0,Real Bed,797.0,-1.0,1,4,1125,t,2,5,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5816,7203074,https://www.airbnb.com/rooms/7203074,Spacious room in Frederiksberg C,8603926,Alessandra,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,1958,Denmark,55.685759999999995,12.53984,f,Private room,3,1.0,Real Bed,248.0,1400.0,2,3,10,t,0,4,0,90.0,8.0,10.0,10.0,9.0,9.0,10.0
5819,7208246,https://www.airbnb.com/rooms/7208246,Cosy apartment,37436729,Louise,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Nørrebro,København,Hovedstaden,2200,Denmark,55.69971999999999,12.54631,f,Entire home/apt,3,2.0,Real Bed,596.0,-1.0,1,5,1125,t,253,73,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0
5830,7214009,https://www.airbnb.com/rooms/7214009,Light apartment in Copenhagen S,37769444,Mie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager Vest,København,Capital region of denmark,2300,Denmark,55.63514,12.57494,f,Entire home/apt,4,2.0,Real Bed,650.0,-1.0,4,1,1125,t,0,3,0,93.0,10.0,9.0,10.0,10.0,9.0,9.0
5838,7220713,https://www.airbnb.com/rooms/7220713,Unique apartment central city,36552088,Nicolai Emil,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, København k, Denmark",Indre By,København,København k,1379,Denmark,55.683719999999994,12.563239999999999,t,Entire home/apt,6,3.0,Real Bed,2499.0,-1.0,4,3,1125,t,0,13,0,98.0,10.0,9.0,10.0,10.0,10.0,8.0
5864,7238374,https://www.airbnb.com/rooms/7238374,Big townhouse in Copenhagen,19210618,Maja,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, København, Denmark",Amager Vest,København,København,2300,Denmark,55.64841,12.58739,f,Entire home/apt,6,5.0,Real Bed,1796.0,7000.0,4,3,1125,t,17,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5867,7239515,https://www.airbnb.com/rooms/7239515,Cosy apartment in central CPH,36338957,Astrid Andrea,Denmark ,"Copenhagen, Hovedstaden, Denmark",Nørrebro,København,Hovedstaden,2200,Denmark,55.695240000000005,12.54992,f,Entire home/apt,2,2.0,Real Bed,797.0,-1.0,1,3,1125,t,0,17,0,94.0,9.0,9.0,10.0,10.0,10.0,9.0
5879,7249487,https://www.airbnb.com/rooms/7249487,Best location in CPH,1657176,Jakob,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Seeland, Denmark",Nørrebro,Copenhagen,Seeland,2200,Denmark,55.69294,12.54619,t,Private room,2,1.0,Real Bed,536.0,-1.0,1,3,1125,t,52,59,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0
5882,7250850,https://www.airbnb.com/rooms/7250850,COZY APARTMENT CLOSE TO THE CITY CENTER,7476093,Mille,"Frederiksberg, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,2000,Denmark,55.68551,12.53381,f,Entire home/apt,2,1.0,Real Bed,643.0,-1.0,1,1,1125,t,267,5,0,90.0,10.0,10.0,10.0,10.0,9.0,9.0
5887,7252610,https://www.airbnb.com/rooms/7252610,"Family home in central location, 3 min. from metro",37973059,Rikke,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Hovedstaden, Denmark",Frederiksberg,Frederiksberg,Hovedstaden,1950,Denmark,55.68148000000001,12.53616,t,Entire home/apt,2,1.0,Real Bed,1012.0,-1.0,2,2,1125,t,2,3,1,100.0,9.0,9.0,10.0,10.0,9.0,9.0
5903,7260757,https://www.airbnb.com/rooms/7260757,Hyggelig & central 5 room flat,15479212,Anders,"Roarsvej 36, 3. 2000 Frederiksberg","Frederiksberg, Frederiksberg, Denmark",Frederiksberg,Frederiksberg,Frederiksberg,2000,Denmark,55.68619,12.53294,f,Entire home/apt,4,2.0,Real Bed,797.0,-1.0,1,1,1125,t,191,4,0,93.0,9.0,9.0,10.0,10.0,9.0,9.0
5931,7278910,https://www.airbnb.com/rooms/7278910,107 m2 just off Købmagergade,38111503,Sofie Hafström,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Indre By,København,Hovedstaden,1115,Denmark,55.681740000000005,12.578560000000001,f,Entire home/apt,3,1.0,Real Bed,1602.0,7000.0,1,4,1125,t,0,11,0,89.0,10.0,9.0,10.0,10.0,9.0,9.0
5935,7284911,https://www.airbnb.com/rooms/7284911,"1 Room, great view, Christianshavn",30892282,Viktoria,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, København, Denmark",Indre By,København,København,1429,Denmark,55.673869999999994,12.59675,t,Private room,2,1.0,Real Bed,422.0,-1.0,1,3,17,t,0,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5958,7302415,https://www.airbnb.com/rooms/7302415,Ny lejlighed tæt på centrum,38250947,Jesper,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,København,Capital region of denmark,1432,Denmark,55.68359,12.61385,t,Entire home/apt,4,4.0,Real Bed,549.0,3000.0,2,1,1125,t,0,2,0,80.0,8.0,8.0,8.0,9.0,7.0,9.0
5961,7304364,https://www.airbnb.com/rooms/7304364,53 m² cozy apartment with an amazing location.,35974903,Jonathan,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Frederiksberg, Denmark",Frederiksberg,Frederiksberg,Frederiksberg,2000,Denmark,55.685390000000005,12.54026,f,Entire home/apt,2,1.0,Real Bed,549.0,2201.0,1,2,1125,t,32,4,0,95.0,10.0,10.0,10.0,10.0,9.0,10.0
5964,7305194,https://www.airbnb.com/rooms/7305194,Cozy appartment,15805929,Margrethe,"Amagerbro, Capital Region of Denmark, Denmark","Copenhagen, Amager, Denmark",Amager,København,Amager,2300,Denmark,55.66251,12.61438,f,Entire home/apt,2,1.0,Real Bed,549.0,-1.0,1,2,1125,t,0,13,0,89.0,9.0,8.0,9.0,10.0,9.0,9.0
5975,7316435,https://www.airbnb.com/rooms/7316435,Private room in a modern and central home,13433090,Anneka,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Teglholmen,København,Hovedstaden,2450,Denmark,55.65237,12.54861,f,Private room,2,1.0,Pull-out Sofa,563.0,-1.0,1,1,1125,t,206,12,0,98.0,10.0,10.0,10.0,10.0,9.0,10.0
5976,7317422,https://www.airbnb.com/rooms/7317422,Classic family home,18157805,Martin,"Copenhagen, Capital Region of Denmark, Denmark","Valby, Copenhagen, Denmark",Valby,Valby,Copenhagen,2500,Denmark,55.66307,12.49044,f,Entire home/apt,9,4.0,Real Bed,1501.0,-1.0,6,6,1125,t,88,11,0,91.0,9.0,9.0,9.0,10.0,9.0,9.0
5989,7332845,https://www.airbnb.com/rooms/7332845,Cosy apartment with amazing view,38414016,Pernille,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Nørrebro, Denmark",Nørrebro,København,Nørrebro,2200,Denmark,55.69248,12.536489999999999,f,Entire home/apt,6,4.0,Real Bed,603.0,2800.0,2,4,10,t,0,24,6,92.0,10.0,9.0,10.0,10.0,9.0,9.0
5990,7333022,https://www.airbnb.com/rooms/7333022,Cool Loft in the heart of CPH,2702225,Carl Emil,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, København, Denmark",Nørrebro,København,København,2200,Denmark,55.689769999999996,12.56206,f,Entire home/apt,3,2.0,Real Bed,952.0,3630.0,2,2,14,t,0,6,1,93.0,9.0,8.0,9.0,9.0,9.0,9.0
5997,7336439,https://www.airbnb.com/rooms/7336439,Bright apartment,38435361,Karen,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Østerbro,København,Hovedstaden,2100,Denmark,55.70965,12.57128,t,Entire home/apt,2,1.0,Real Bed,503.0,-1.0,1,4,1125,t,254,13,2,98.0,10.0,10.0,10.0,10.0,10.0,10.0
6001,7342795,https://www.airbnb.com/rooms/7342795,Nice place close to everything,10940095,Karina,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager Vest,København,Capital region of denmark,2300,Denmark,55.63383,12.580739999999999,f,Entire home/apt,4,3.0,Real Bed,610.0,-1.0,1,2,1125,t,27,20,2,96.0,10.0,10.0,10.0,10.0,10.0,10.0
6016,7352988,https://www.airbnb.com/rooms/7352988,2 bedroom flat in NorthWest Copenhagen,3519778,Kristine Sorgenfri,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",København NV,København,Hovedstaden,2400,Denmark,55.69849,12.535,f,Entire home/apt,2,1.0,Real Bed,449.0,2500.0,2,5,14,t,0,23,2,97.0,10.0,10.0,10.0,10.0,9.0,10.0
6018,7353832,https://www.airbnb.com/rooms/7353832,Nice big room in a very charming apartment,38533050,Lenette,DK,"København N, København, Denmark",Nørrebro,København n,København,2200,Denmark,55.6859,12.5589,f,Private room,2,1.0,Real Bed,496.0,5000.0,1,2,18,t,162,11,3,98.0,10.0,9.0,10.0,10.0,10.0,9.0
6030,7359896,https://www.airbnb.com/rooms/7359896,Cozy  apartment in Copenhagen City,38561811,Anne Falkesgaard,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, København, Denmark",Østerbro,København,København,2100,Denmark,55.70969,12.5644,f,Entire home/apt,3,1.0,Real Bed,697.0,-1.0,2,3,1125,t,267,41,1,92.0,10.0,10.0,10.0,10.0,9.0,9.0
6041,7366438,https://www.airbnb.com/rooms/7366438,"Modern studio apt by the water, w/ 10 min to city",3118659,Anton,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region, Denmark",Vesterbro,København,Capital region,2450,Denmark,55.65075,12.55134,f,Entire home/apt,2,1.0,Real Bed,503.0,2600.0,1,2,15,t,0,6,0,100.0,10.0,10.0,10.0,10.0,8.0,9.0
6051,7383284,https://www.airbnb.com/rooms/7383284,Cozy modern & bright 2BR flat in Nørrebro,23299138,Nellie,"Jyllinge, Region Zealand, Denmark","Copenhagen, Nørrebro, Denmark",Nørrebro,København,Nørrebro,2200,Denmark,55.70168,12.549719999999999,f,Entire home/apt,2,2.0,Real Bed,523.0,-1.0,1,3,1125,t,0,36,10,96.0,10.0,9.0,10.0,10.0,9.0,9.0
6056,7385075,https://www.airbnb.com/rooms/7385075,"Incredibly central, cozy and modern",32175982,Tinky,Danmark ,"Copenhagen, Copenhagen, Denmark",Indre By,København,Copenhagen,1364,Denmark,55.68382,12.56559,f,Entire home/apt,4,2.0,Real Bed,503.0,-1.0,1,1,1125,t,146,12,0,92.0,9.0,9.0,10.0,10.0,10.0,9.0
6070,7398748,https://www.airbnb.com/rooms/7398748,Adorable light room for 2 in CPH,38640319,Anemone,"London, England, United Kingdom","Copenhagen, Capital Region of Denmark, Denmark",Indre By,København,Capital region of denmark,1432,Denmark,55.686119999999995,12.61232,f,Private room,2,1.0,Real Bed,402.0,2000.0,1,2,1125,t,0,6,0,100.0,9.0,10.0,10.0,10.0,9.0,10.0
6084,7415202,https://www.airbnb.com/rooms/7415202,Huge & quiet room in Frederiksberg,5549752,Mille,"Frederiksberg, Capital Region of Denmark, Denmark","Frederiksberg, Copenhagen, Denmark",Frederiksberg,Frederiksberg,Copenhagen,1902,Denmark,55.677980000000005,12.5517,f,Private room,2,1.0,Real Bed,549.0,-1.0,1,3,1125,t,357,69,14,96.0,10.0,10.0,10.0,10.0,10.0,9.0
6088,7418488,https://www.airbnb.com/rooms/7418488,Very big luxury flat next to Tivoli,6182508,Mona,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Vesterbro,København,Hovedstaden,1620,Denmark,55.673019999999994,12.55936,t,Entire home/apt,5,3.0,Real Bed,1990.0,8500.0,4,2,1125,t,323,90,19,98.0,10.0,10.0,10.0,10.0,10.0,10.0
6100,7434038,https://www.airbnb.com/rooms/7434038,Cosy apartment close to Forum Metro,38628190,Michael,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,1902,Denmark,55.68011,12.54985,f,Entire home/apt,2,1.0,Real Bed,650.0,-1.0,1,3,1125,t,0,8,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6101,7434139,https://www.airbnb.com/rooms/7434139,Rooftop apartment with balcony in central CPH,4800174,Sofie,"Copenhagen, Denmark","Copenhagen, Hovedstaden, Denmark",Vesterbro,København,Hovedstaden,1655,Denmark,55.6713,12.55756,f,Entire home/apt,4,2.0,Real Bed,697.0,-1.0,2,4,1125,t,129,8,2,100.0,10.0,10.0,9.0,10.0,9.0,10.0
6112,7449133,https://www.airbnb.com/rooms/7449133,"Bright and cozy apartment,  CPH N",8647994,Fie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Nørrebro, Denmark",Frederiksberg,København,Nørrebro,2200,Denmark,55.69566999999999,12.535169999999999,t,Entire home/apt,3,2.0,Real Bed,482.0,-1.0,1,2,1125,t,0,11,0,95.0,10.0,9.0,10.0,10.0,9.0,9.0
6116,7452378,https://www.airbnb.com/rooms/7452378,Great location / balcony /fantastic view.,11407379,Camilla,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager,København,Capital region of denmark,2300,Denmark,55.66486999999999,12.57563,f,Entire home/apt,3,2.0,Real Bed,1199.0,-1.0,1,1,1125,t,54,4,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0
6131,7464417,https://www.airbnb.com/rooms/7464417,A small bright room,35197094,Sanne And Thomas,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Østerbro,København,Hovedstaden,2100,Denmark,55.70206999999999,12.58115,f,Private room,1,1.0,Real Bed,348.0,2200.0,1,3,60,t,92,120,29,99.0,10.0,10.0,10.0,10.0,10.0,10.0
6139,7469174,https://www.airbnb.com/rooms/7469174,Cozy room in central Copenhagen,37460478,Tobias,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,2000,Denmark,55.68648,12.53416,f,Private room,3,1.0,Real Bed,449.0,-1.0,1,1,1125,t,0,4,0,95.0,10.0,10.0,10.0,10.0,10.0,10.0
