,id,listing_url,name,host_id,host_name,host_location,street,neighbourhood,city,state,zipcode,country,latitude,longitude,is_location_exact,room_type,accommodates,beds,bed_type,price,weekly_price,guests_included,minimum_nights,maximum_nights,has_availability,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
79,269188,https://www.airbnb.com/rooms/269188,Big rooftop apartment in the heart of CPH,1410104,Kenneth,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1718,Denmark,55.66531,12.55417,t,Entire home/apt,4,2.0,Real Bed,1447.0,6000.0,2,1,365,t,365,16,1,100.0,10.0,9.0,10.0,10.0,10.0,10.0
80,273370,https://www.airbnb.com/rooms/273370,Apartment in the best of Copenhagen,1430271,Rolf Og Lea,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69628,12.55069,f,Entire home/apt,2,1.0,Real Bed,436.0,-1.0,1,4,7,t,0,4,4,100.0,10.0,9.0,10.0,10.0,10.0,9.0
81,277440,https://www.airbnb.com/rooms/277440,2 room apartment in the heart of CPH,1404227,Nils,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1657,Denmark,55.67037,12.554219999999999,t,Entire home/apt,3,2.0,Real Bed,449.0,-1.0,1,3,365,t,157,3,0,80.0,7.0,7.0,10.0,10.0,10.0,9.0
82,279685,https://www.airbnb.com/rooms/279685,Newyorker apartment in central CPH?,1458132,Pernille,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Vesterbro,Frederiksberg,Capital region of denmark,1817,Denmark,55.6701,12.54216,t,Entire home/apt,2,1.0,Real Bed,871.0,3424.0,2,5,1125,t,271,13,0,83.0,8.0,8.0,8.0,9.0,9.0,8.0
83,279724,https://www.airbnb.com/rooms/279724,"Cozy 2 room apt. in Nørrebro, CPH",1458504,Eva,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69862,12.55194,t,Entire home/apt,2,1.0,Real Bed,503.0,2500.0,1,4,30,t,0,32,0,95.0,10.0,10.0,10.0,10.0,9.0,9.0
84,281242,https://www.airbnb.com/rooms/281242,Best location in central Copenhagen,1466120,Julie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1123,Denmark,55.68095,12.58128,t,Entire home/apt,2,1.0,Real Bed,657.0,-1.0,1,3,365,t,0,8,3,89.0,9.0,7.0,9.0,9.0,10.0,9.0
85,287737,https://www.airbnb.com/rooms/287737,The BEST of C-O-P-E-N-H-A-G-E-N!,1494596,Frederik,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.697359999999996,12.54761,t,Entire home/apt,2,1.0,Real Bed,563.0,3322.0,2,2,30,t,0,57,0,93.0,9.0,9.0,10.0,10.0,9.0,9.0
86,290446,https://www.airbnb.com/rooms/290446,"Downtown cosy, spacious apartment. Great location",1504925,Kurt,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1654,Denmark,55.6714,12.55741,t,Entire home/apt,3,2.0,Real Bed,1501.0,7200.0,2,3,20,t,364,27,8,96.0,9.0,9.0,10.0,10.0,10.0,9.0
87,300482,https://www.airbnb.com/rooms/300482,Cozy apartment near the center,1517376,Lene,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager,Copenhagen,Capital region of denmark,2300,Denmark,55.664559999999994,12.59676,t,Entire home/apt,4,2.0,Real Bed,751.0,4000.0,2,4,30,t,3,2,0,100.0,10.0,9.0,10.0,10.0,10.0,10.0
89,304278,https://www.airbnb.com/rooms/304278,Bright penthouse - great with kids!,1565799,Mikkel,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69341,12.54452,t,Entire home/apt,5,5.0,Real Bed,851.0,4999.0,4,4,30,t,41,33,9,97.0,10.0,9.0,10.0,10.0,10.0,9.0
90,307295,https://www.airbnb.com/rooms/307295,Fashionable Apt in Refined Østerbro,1580856,Jacob & Tiffany,"Østerbro, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Østerbro,Copenhagen,Capital region of denmark,2100,Denmark,55.709019999999995,12.58267,t,Entire home/apt,2,1.0,Real Bed,663.0,-1.0,2,3,14,t,175,11,0,97.0,10.0,9.0,10.0,10.0,9.0,9.0
91,309552,https://www.airbnb.com/rooms/309552,"Central, bright apartment w/balcony",1591763,Nynne,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1726,Denmark,55.66648000000001,12.55368,t,Entire home/apt,3,1.0,Real Bed,697.0,4500.0,2,5,10,t,0,45,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0
92,312803,https://www.airbnb.com/rooms/312803,Visit wonderful Copenhagen as a lokal,1608326,Karin Munkholm,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1620,Denmark,55.670680000000004,12.5441,t,Entire home/apt,8,8.0,Real Bed,1307.0,-1.0,2,2,30,t,45,47,11,93.0,9.0,9.0,10.0,10.0,9.0,9.0
93,313003,https://www.airbnb.com/rooms/313003,130m2 scandinavian designed apt. prime location,1606895,Alexandra,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1366,Denmark,55.684309999999996,12.56436,t,Entire home/apt,3,0.0,Real Bed,3397.0,-1.0,2,2,14,t,365,23,1,99.0,10.0,10.0,10.0,10.0,10.0,9.0
95,313736,https://www.airbnb.com/rooms/313736,Family Friendly Oasis with Style,1612733,Runa,"Copenhagen, Capital Region of Denmark, Denmark","Brønshøj, Capital Region of Denmark, Denmark",Brønshøj,Brønshøj,Capital region of denmark,2700,Denmark,55.70018,12.501380000000001,t,Entire home/apt,4,2.0,Real Bed,663.0,5039.0,4,14,1125,t,201,12,2,90.0,9.0,9.0,10.0,10.0,9.0,9.0
98,325195,https://www.airbnb.com/rooms/325195,Private bedroom (1 or 2) in central Copenhagen,119886,Frederic,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,1871,Denmark,55.679680000000005,12.54636,t,Private room,3,2.0,Real Bed,697.0,3000.0,1,1,1125,t,20,363,65,96.0,10.0,10.0,10.0,10.0,10.0,10.0
99,327286,https://www.airbnb.com/rooms/327286,Room with Royal view in Copenhagen,1145959,Bella,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1310,Denmark,55.68691999999999,12.59136,t,Private room,2,2.0,Real Bed,670.0,3351.0,1,2,180,t,245,36,2,96.0,10.0,10.0,10.0,10.0,10.0,10.0
100,327621,https://www.airbnb.com/rooms/327621,"Familyfriendly apartment in central, cosy area",1660049,Louise,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.68849,12.56033,t,Entire home/apt,6,6.0,Real Bed,851.0,2000.0,4,5,1125,t,0,9,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
103,331236,https://www.airbnb.com/rooms/331236,The Heart of Copenhagen !,1689175,Gerard,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,2200,Denmark,55.680930000000004,12.559439999999999,f,Entire home/apt,4,3.0,Real Bed,1159.0,6719.0,1,3,1125,t,1,20,4,95.0,10.0,10.0,10.0,10.0,9.0,10.0
104,334127,https://www.airbnb.com/rooms/334127,Cozy living Copenhagen V - Midpoint,1702034,Mette,Denmark,"Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1708,Denmark,55.6692,12.55777,t,Entire home/apt,2,1.0,Real Bed,998.0,5500.0,2,3,30,t,145,108,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0
105,337574,https://www.airbnb.com/rooms/337574,Cool Charming 2Storey rear Building,1715498,Jan & Rikke,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1620,Denmark,55.67139,12.55342,f,Entire home/apt,5,3.0,Real Bed,797.0,4000.0,4,5,60,t,0,10,0,87.0,9.0,7.0,10.0,10.0,10.0,9.0
106,338928,https://www.airbnb.com/rooms/338928,Design apt in hip Nørrebro - 2BR,113348,Samy,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69238000000001,12.54775,t,Entire home/apt,3,2.0,Real Bed,503.0,2750.0,2,2,1125,t,0,62,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0
108,339126,https://www.airbnb.com/rooms/339126,Beautiful place in hip Vesterbro,1589153,Michael & Bille Max,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1665,Denmark,55.67162,12.547260000000001,t,Entire home/apt,3,2.0,Real Bed,1447.0,1100.0,3,4,60,t,86,43,9,97.0,10.0,10.0,10.0,10.0,10.0,9.0
109,339139,https://www.airbnb.com/rooms/339139,"Lux. Room near Airport,Bella C, Metro & Citycenter",1722025,Annette,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager,Copenhagen,Capital region of denmark,2300,Denmark,55.63446999999999,12.58868,t,Private room,2,2.0,Real Bed,382.0,2400.0,2,3,7,t,103,102,13,99.0,10.0,10.0,10.0,10.0,10.0,10.0
110,339245,https://www.airbnb.com/rooms/339245,Super cozy studio right in the center!,822415,Laerke,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1624,Denmark,55.6711,12.54539,t,Entire home/apt,2,1.0,Real Bed,449.0,3000.0,1,1,1125,t,0,9,0,97.0,9.0,9.0,9.0,9.0,9.0,9.0
111,341477,https://www.airbnb.com/rooms/341477,Room for 1 or 2 persons,831369,Teresa,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,1874,Denmark,55.679869999999994,12.54544,t,Private room,2,1.0,Pull-out Sofa,275.0,2148.0,1,1,31,t,48,133,31,89.0,10.0,8.0,10.0,10.0,10.0,9.0
112,341781,https://www.airbnb.com/rooms/341781,"Lovely, big apartment in Copenhagen",1734107,Camilla,"Frederiksberg, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,2000,Denmark,55.68319,12.53059,t,Entire home/apt,3,1.0,Real Bed,871.0,6701.0,2,10,800,t,0,5,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
113,341822,https://www.airbnb.com/rooms/341822,Top coziness - in the heart of Cph!,1734238,Ma,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1172,Denmark,55.6802,12.57305,t,Entire home/apt,2,2.0,Real Bed,952.0,-1.0,2,2,3,t,300,181,15,94.0,10.0,10.0,9.0,9.0,10.0,9.0
114,343137,https://www.airbnb.com/rooms/343137,Childfriendly penthouse with private terrace,1741097,Josephine & Michel,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,1902,Denmark,55.6773,12.5469,f,Entire home/apt,4,3.0,Real Bed,1722.0,5000.0,2,3,7,t,343,24,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0
115,345187,https://www.airbnb.com/rooms/345187,The Orange Room (modern city life),1750722,Rasmus,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager Øst,Copenhagen,Capital region of denmark,2300,Denmark,55.66599,12.60074,t,Private room,3,1.0,Real Bed,489.0,2674.0,1,3,21,t,112,214,18,93.0,10.0,9.0,10.0,10.0,10.0,9.0
116,346877,https://www.airbnb.com/rooms/346877,Stunning apartment in heart of CPH,973643,Lars Flindt,"Copenhagen, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1307,Denmark,55.686319999999995,12.580630000000001,t,Entire home/apt,4,2.0,Real Bed,998.0,7000.0,2,2,40,t,0,3,0,93.0,10.0,9.0,10.0,10.0,9.0,9.0
117,348018,https://www.airbnb.com/rooms/348018,Lovely penthouse in hip Nørrebro ,839884,Lars,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.6879,12.54608,t,Entire home/apt,4,3.0,Real Bed,1501.0,8900.0,2,4,360,t,0,28,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0
118,351404,https://www.airbnb.com/rooms/351404,"Best location, most central + WIFI",1779784,Søren,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1054,Denmark,55.67722,12.58953,t,Entire home/apt,4,2.0,Pull-out Sofa,992.0,2989.0,1,4,365,t,302,32,6,90.0,8.0,9.0,9.0,10.0,10.0,9.0
120,353025,https://www.airbnb.com/rooms/353025,Spetacular 1200 SF PENTHOUSE with ROOF TERRACE,1787824,Steven&Family,"Frederiksberg, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.692840000000004,12.54076,t,Entire home/apt,4,1.0,Real Bed,1126.0,6942.0,2,2,120,t,163,61,5,92.0,9.0,9.0,10.0,10.0,9.0,8.0
121,355841,https://www.airbnb.com/rooms/355841,Beautiful spacious apartment ,969340,Thomas & Karina,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,1950,Denmark,55.68083000000001,12.536719999999999,t,Entire home/apt,4,2.0,Real Bed,751.0,-1.0,2,4,14,t,27,17,2,98.0,10.0,10.0,10.0,10.0,10.0,9.0
122,356861,https://www.airbnb.com/rooms/356861,Sunny and Stylish very close to center and metro,1744067,Helene Hvass,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager,København,Capital region of denmark,2300,Denmark,55.664730000000006,12.59607,t,Entire home/apt,4,5.0,Real Bed,998.0,-1.0,3,4,1125,t,48,60,14,94.0,10.0,9.0,10.0,10.0,10.0,9.0
123,358561,https://www.airbnb.com/rooms/358561,Luxus Town Villa with nice garden,1814872,Karen,"Frederiksberg, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,2000,Denmark,55.67765,12.51027,t,Entire home/apt,6,6.0,Real Bed,3002.0,15000.0,1,4,1125,t,365,4,0,100.0,10.0,8.0,10.0,10.0,10.0,10.0
125,362318,https://www.airbnb.com/rooms/362318,In the center of trendy Noerrebro.,1831052,Pernille Hartvig,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.68877,12.55596,t,Entire home/apt,3,1.0,Real Bed,529.0,3149.0,2,2,14,t,2,70,11,98.0,10.0,10.0,10.0,10.0,10.0,9.0
126,362647,https://www.airbnb.com/rooms/362647,COZY FAMILY-FRIENDLY APARTMENT,1803576,Lars,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager,Copenhagen,Capital region of denmark,2300,Denmark,55.66562,12.61679,t,Private room,3,2.0,Real Bed,261.0,-1.0,2,3,25,t,0,6,0,100.0,10.0,10.0,10.0,10.0,8.0,10.0
127,363718,https://www.airbnb.com/rooms/363718,Charming boheme apartment with personality in Cph,1837531,Nat,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,1956,Denmark,55.6832,12.54176,t,Private room,3,2.0,Pull-out Sofa,402.0,150.0,2,6,1125,t,302,32,1,89.0,9.0,8.0,9.0,9.0,9.0,9.0
128,367120,https://www.airbnb.com/rooms/367120,Lovely flat near Sankt Hans Torv,1853555,Katja,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69249,12.55948,t,Entire home/apt,4,2.0,Real Bed,697.0,-1.0,2,4,14,t,0,27,2,93.0,10.0,9.0,10.0,10.0,10.0,9.0
129,368578,https://www.airbnb.com/rooms/368578,"Central, beautiful pent-house apt.",1860348,Juan Luis,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Østerbro,Copenhagen,Capital region of denmark,2100,Denmark,55.70095,12.58821,f,Entire home/apt,5,3.0,Real Bed,1401.0,6500.0,1,2,1125,t,0,10,0,91.0,10.0,10.0,10.0,10.0,10.0,10.0
131,371797,https://www.airbnb.com/rooms/371797,Apt. with hip central location,1872317,Rikke,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69211,12.54428,t,Entire home/apt,2,1.0,Real Bed,603.0,-1.0,2,3,12,t,3,13,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0
132,373261,https://www.airbnb.com/rooms/373261,A true CPH apartment - Wonderful :),1582689,Ann-Sofie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.700559999999996,12.54628,t,Entire home/apt,2,1.0,Real Bed,650.0,-1.0,2,1,7,t,3,76,12,93.0,9.0,9.0,10.0,10.0,9.0,9.0
133,373871,https://www.airbnb.com/rooms/373871,Charming House - 5 km.to CPH Center,1881149,Jacob,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager Vest,Copenhagen,Capital region of denmark,2300,Denmark,55.64119,12.604610000000001,t,Entire home/apt,6,3.0,Real Bed,945.0,900.0,1,6,21,t,24,11,5,98.0,10.0,10.0,10.0,10.0,10.0,9.0
136,380449,https://www.airbnb.com/rooms/380449,Cosy aprtment downtown Copenhagen! ,1908655,Jagtar,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager Vest,Copenhagen,Capital region of denmark,2300,Denmark,55.66311999999999,12.599639999999999,t,Entire home/apt,2,1.0,Real Bed,549.0,-1.0,2,1,7,t,0,1,0,100.0,10.0,10.0,10.0,10.0,8.0,10.0
137,383749,https://www.airbnb.com/rooms/383749,Danish artist and architects home,1885333,Maya,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69621,12.55004,f,Entire home/apt,6,6.0,Real Bed,1052.0,6718.0,4,1,21,t,309,52,10,79.0,8.0,7.0,9.0,9.0,9.0,8.0
138,384198,https://www.airbnb.com/rooms/384198,15 minutes from Downtown,1923511,Jan & Pia,"Copenhagen, Capital Region of Denmark, Denmark","Valby, Capital Region of Denmark, Denmark",Valby,Valby,Capital region of denmark,2500,Denmark,55.66789,12.49982,t,Private room,2,1.0,Pull-out Sofa,248.0,1600.0,1,2,10,t,0,12,0,84.0,9.0,9.0,9.0,9.0,9.0,9.0
139,391238,https://www.airbnb.com/rooms/391238,Beautiful and spacious villa,1956400,Peter And Pia,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager,Copenhagen,Capital region of denmark,2300,Denmark,55.644769999999994,12.621039999999999,t,Entire home/apt,11,11.0,Real Bed,1494.0,-1.0,4,2,730,t,230,68,8,96.0,10.0,10.0,10.0,10.0,9.0,10.0
141,392750,https://www.airbnb.com/rooms/392750,Big flat in charming area near lake,542873,Frederikke,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.689519999999995,12.55912,t,Private room,4,4.0,Real Bed,3498.0,12000.0,1,3,120,t,364,1,0,40.0,6.0,4.0,8.0,4.0,8.0,6.0
142,395154,https://www.airbnb.com/rooms/395154,In the ♥ of Copenhagen habour area,748960,Heidi Borg,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,2100,Denmark,55.697309999999995,12.590010000000001,t,Entire home/apt,2,2.0,Real Bed,602.0,2400.0,1,5,30,t,1,10,3,94.0,10.0,9.0,10.0,10.0,10.0,10.0
145,401665,https://www.airbnb.com/rooms/401665,Lovely bright apartment with view,2004938,Birgitte,Denmark,"Copenhagen, Capital Region of Denmark, Denmark",Østerbro,Copenhagen,Capital region of denmark,2100,Denmark,55.70025,12.58499,t,Entire home/apt,2,1.0,Real Bed,549.0,-1.0,1,4,14,t,175,38,10,90.0,9.0,8.0,10.0,9.0,9.0,9.0
147,409625,https://www.airbnb.com/rooms/409625,Small Penthouse with balcony.,2038200,Lars,"Wesselsgade 10, 5 th, 2200 Copenhagen N, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.687,12.559239999999999,t,Entire home/apt,4,2.0,Real Bed,623.0,3600.0,2,3,30,t,0,73,1,97.0,10.0,10.0,10.0,10.0,10.0,10.0
148,410215,https://www.airbnb.com/rooms/410215,Comfortable Townhouse in Copenhagen,2042216,Niels,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Østerbro,Copenhagen,Capital region of denmark,2100,Denmark,55.71083,12.55696,t,Entire home/apt,7,4.0,Real Bed,1421.0,8959.0,5,3,21,t,175,8,0,90.0,9.0,8.0,10.0,10.0,9.0,9.0
